Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2020,202004,April 2020,2,0,2,Exports,97,EU-28,,0,World,,,,,,,,,74,Copper and articles thereof,,,,,,,0,,841302719,,,0
HS,2020,202005,May 2020,2,0,2,Exports,97,EU-28,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1756588281,,,0
HS,2020,202003,March 2020,2,0,2,Exports,792,Turkey,,0,World,,,,,,,,,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",,,,,,,0,,117031707,,,0
HS,2020,202006,June 2020,2,0,2,Exports,528,Netherlands,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,722348911,,,0
HS,2020,202004,April 2020,2,0,2,Exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,10475568,,,0
HS,2020,202005,May 2020,2,0,2,Exports,97,EU-28,,0,World,,,,,,,,,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",,,,,,,0,,474560767,,,0
HS,2020,202005,May 2020,2,0,2,Exports,97,EU-28,,0,World,,,,,,,,,74,Copper and articles thereof,,,,,,,0,,846504572,,,0
HS,2020,202006,June 2020,2,0,2,Exports,757,Switzerland,,0,World,,,,,,,,,74,Copper and articles thereof,,,,,,,0,,45701554,,,0
HS,2020,202004,April 2020,2,0,2,Exports,428,Latvia,,0,World,,,,,,,,,74,Copper and articles thereof,,,,,,,0,,3891890,,,0
HS,2020,202004,April 2020,2,0,2,Exports,428,Latvia,,0,World,,,,,,,,,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",,,,,,,0,,11703979,,,0
HS,2020,202004,April 2020,2,0,2,Exports,428,Latvia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,37770402,,,0
HS,2020,202001,January 2020,2,0,2,Exports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,12112857,,,0
HS,2020,202001,January 2020,2,0,2,Exports,608,Philippines,,0,World,,,,,,,,,74,Copper and articles thereof,,,,,,,0,,189851560,,,0
HS,2020,202002,February 2020,2,0,2,Exports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,84783196,,,0
HS,2020,202002,February 2020,2,0,2,Exports,757,Switzerland,,0,World,,,,,,,,,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",,,,,,,0,,33420175,,,0
HS,2020,202002,February 2020,2,0,2,Exports,757,Switzerland,,0,World,,,,,,,,,74,Copper and articles thereof,,,,,,,0,,50781955,,,0
HS,2020,202001,January 2020,2,0,2,Exports,686,Senegal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,10752818,,,0
HS,2020,202001,January 2020,2,0,2,Exports,686,Senegal,,0,World,,,,,,,,,74,Copper and articles thereof,,,,,,,0,,559021,,,0
HS,2020,202001,January 2020,2,0,2,Exports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,728618,,,0
HS,2020,202001,January 2020,2,0,2,Exports,446,"China, Macao SAR",,0,World,,,,,,,,,74,Copper and articles thereof,,,,,,,,,313091,,,0
HS,2020,202006,June 2020,2,0,2,Exports,804,Ukraine,,0,World,,,,,,,,,74,Copper and articles thereof,,,,,,,,,4728385,,,0
HS,2020,202002,February 2020,2,0,2,Exports,352,Iceland,,0,World,,,,,,,,,74,Copper and articles thereof,,,,,,,0,,146893,,,0
HS,2020,202002,February 2020,2,0,2,Exports,352,Iceland,,0,World,,,,,,,,,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",,,,,,,0,,180628,,,0
HS,2020,202002,February 2020,2,0,2,Exports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,12945228,,,0
HS,2020,202002,February 2020,2,0,2,Exports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0,,38508430,,,0
HS,2020,202002,February 2020,2,0,2,Exports,440,Lithuania,,0,World,,,,,,,,,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",,,,,,,0,,13074438,,,0
