"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PHL","FDIRESTR","TRANSPORT","RESTR","A","2014",0.655,
"PHL","FDIRESTR","TRANSPORT","RESTR","A","2015",0.655,
"PHL","FDIRESTR","TRANSPORT","RESTR","A","2016",0.655,
"PHL","FDIRESTR","TRANSPORT","RESTR","A","2017",0.655,
"PHL","FDIRESTR","TRANSPORT","RESTR","A","2018",0.655,
"PHL","FDIRESTR","TRANSPORT","RESTR","A","2019",0.655,
"KHM","FDIRESTR","TRANSPORT","RESTR","A","2016",0.043,
"KHM","FDIRESTR","TRANSPORT","RESTR","A","2017",0.043,
"KHM","FDIRESTR","TRANSPORT","RESTR","A","2018",0.043,
"KHM","FDIRESTR","TRANSPORT","RESTR","A","2019",0.043,
"LAO","FDIRESTR","TRANSPORT","RESTR","A","2016",0.263,
"LAO","FDIRESTR","TRANSPORT","RESTR","A","2017",0.226,
"LAO","FDIRESTR","TRANSPORT","RESTR","A","2018",0.226,
"LAO","FDIRESTR","TRANSPORT","RESTR","A","2019",0.226,
"VNM","FDIRESTR","TRANSPORT","RESTR","A","2003",0.869,
"VNM","FDIRESTR","TRANSPORT","RESTR","A","2006",0.819,
"VNM","FDIRESTR","TRANSPORT","RESTR","A","2010",0.735,
"VNM","FDIRESTR","TRANSPORT","RESTR","A","2011",0.735,
"VNM","FDIRESTR","TRANSPORT","RESTR","A","2012",0.716,
"VNM","FDIRESTR","TRANSPORT","RESTR","A","2013",0.716,
"VNM","FDIRESTR","TRANSPORT","RESTR","A","2014",0.712,
"VNM","FDIRESTR","TRANSPORT","RESTR","A","2015",0.528,
"VNM","FDIRESTR","TRANSPORT","RESTR","A","2016",0.528,
"VNM","FDIRESTR","TRANSPORT","RESTR","A","2017",0.528,
"VNM","FDIRESTR","TRANSPORT","RESTR","A","2018",0.528,
"VNM","FDIRESTR","TRANSPORT","RESTR","A","2019",0.528,
"ALB","FDIRESTR","TRANSPORT","RESTR","A","2017",0.105,
"ALB","FDIRESTR","TRANSPORT","RESTR","A","2018",0.105,
"ALB","FDIRESTR","TRANSPORT","RESTR","A","2019",0.105,
"BIH","FDIRESTR","TRANSPORT","RESTR","A","2017",0.03,
"BIH","FDIRESTR","TRANSPORT","RESTR","A","2018",0.03,
"BIH","FDIRESTR","TRANSPORT","RESTR","A","2019",0.03,
"MKD","FDIRESTR","TRANSPORT","RESTR","A","2017",0.014,
"MKD","FDIRESTR","TRANSPORT","RESTR","A","2018",0.014,
"MKD","FDIRESTR","TRANSPORT","RESTR","A","2019",0.014,
"SRB","FDIRESTR","TRANSPORT","RESTR","A","2017",0.22,
"SRB","FDIRESTR","TRANSPORT","RESTR","A","2018",0.22,
"SRB","FDIRESTR","TRANSPORT","RESTR","A","2019",0.22,
"MNE","FDIRESTR","TRANSPORT","RESTR","A","2017",0.167,
"MNE","FDIRESTR","TRANSPORT","RESTR","A","2018",0.167,
"MNE","FDIRESTR","TRANSPORT","RESTR","A","2019",0.167,
"HRV","FDIRESTR","TRANSPORT","RESTR","A","2018",0.087,
"HRV","FDIRESTR","TRANSPORT","RESTR","A","2019",0.087,
"ARM","FDIRESTR","TRANSPORT","RESTR","A","2018",0.167,
"ARM","FDIRESTR","TRANSPORT","RESTR","A","2019",0.167,
"DZA","FDIRESTR","TRANSPORT","RESTR","A","2019",0.6,
"AZE","FDIRESTR","TRANSPORT","RESTR","A","2019",0.079,
"BLR","FDIRESTR","TRANSPORT","RESTR","A","2019",0.077,
"BRN","FDIRESTR","TRANSPORT","RESTR","A","2018",0.444,
"BRN","FDIRESTR","TRANSPORT","RESTR","A","2019",0.444,
"GEO","FDIRESTR","TRANSPORT","RESTR","A","2019",0.133,
"LBN","FDIRESTR","TRANSPORT","RESTR","A","2019",0.377,
"LBY","FDIRESTR","TRANSPORT","RESTR","A","2019",0.707,
"MDA","FDIRESTR","TRANSPORT","RESTR","A","2019",0.117,
"PSE","FDIRESTR","TRANSPORT","RESTR","A","2019",0.543,
"SGP","FDIRESTR","TRANSPORT","RESTR","A","2018",0.117,
"SGP","FDIRESTR","TRANSPORT","RESTR","A","2019",0.129,
"TJK","FDIRESTR","TRANSPORT","RESTR","A","2019",0.18,
"THA","FDIRESTR","TRANSPORT","RESTR","A","2003",0.396,
"THA","FDIRESTR","TRANSPORT","RESTR","A","2006",0.396,
"THA","FDIRESTR","TRANSPORT","RESTR","A","2010",0.403,
"THA","FDIRESTR","TRANSPORT","RESTR","A","2011",0.403,
"THA","FDIRESTR","TRANSPORT","RESTR","A","2012",0.403,
"THA","FDIRESTR","TRANSPORT","RESTR","A","2013",0.403,
"THA","FDIRESTR","TRANSPORT","RESTR","A","2014",0.403,
"THA","FDIRESTR","TRANSPORT","RESTR","A","2015",0.403,
"THA","FDIRESTR","TRANSPORT","RESTR","A","2016",0.403,
"THA","FDIRESTR","TRANSPORT","RESTR","A","2017",0.378,
"THA","FDIRESTR","TRANSPORT","RESTR","A","2018",0.378,
"THA","FDIRESTR","TRANSPORT","RESTR","A","2019",0.378,
"URY","FDIRESTR","TRANSPORT","RESTR","A","2019",0.455,
"UZB","FDIRESTR","TRANSPORT","RESTR","A","2019",0.041,
