old_date,Close_Copper_united kingdom,Close_Copper_united states,Close_MCX Aluminum Mini_india,Close_MCX Copper_india,Close_MCX Gold 1 Kg_india,Close_MCX Gold Guinea_india,Close_MCX Gold Mini_india,Close_MCX Gold Petal_india,Close_MCX Lead_india,Close_MCX Nickel_india,Close_MCX Silver Micro_india,Close_MCX Silver_india,Close_MCX Zinc_india,Close_Nickel_united kingdom,Close_Palladium_united states,Close_Platinum_united states,Close_Tin_united kingdom,Close_Xetra-Gold_euro zone,Close_Zinc_united kingdom,close_lme_daily (lme),United States of America_382430,United Kingdom_381010,United Kingdom_381512,United Kingdom_721730,United Kingdom_381519,United Kingdom_3810,United Kingdom_731450
2016-06-30,4709.818181818182,1724.090909090909,109.3409090909091,317.4727272727273,30819.454545454544,24420.545454545456,30553.090909090908,3052.5454545454545,116.48181818181818,618.2,42029.72727272727,42025.0,137.42272727272726,9165.454545454546,561.0045454545453,987.2045454545455,17006.81818181818,37.35818181818182,2036.0,2311.390909090909,5418666.0,3166120.0,23981501.0,3562623.0,4283060.0,6148811.0,1157891.0
2016-07-31,4878.125,1843.0375,109.70250000000001,330.39500000000004,31252.85,24972.95,31087.8,3104.1,123.43249999999998,690.7399999999999,47085.5,46997.6,147.04500000000002,10291.25,654.3915000000001,1101.4025000000001,17745.25,38.908,2192.025,2404.69,5778052.0,2577225.0,21985420.0,2925777.0,1421633.0,4694459.0,593698.0
2016-08-31,4762.976190476191,1846.357142857143,110.10714285714286,317.77619047619044,31283.333333333332,24921.904761904763,31142.809523809523,3100.6190476190477,123.2452380952381,693.4714285714288,45823.47619047619,45817.0,152.9547619047619,10371.547619047618,699.9042857142857,1127.1761904761904,18400.833333333332,38.41761904761905,2281.404761904762,2395.814285714286,7159872.0,2147139.0,21189202.0,1768713.0,4167464.0,4549256.0,945360.0
2016-09-30,4745.309523809524,1952.6785714285713,106.70476190476191,320.3333333333333,31069.95238095238,24893.47619047619,31094.714285714286,3104.904761904762,130.04523809523812,681.9999999999999,46586.90476190476,46078.142857142855,153.0238095238095,10238.214285714286,687.4571428571429,1050.797619047619,19422.97619047619,37.78000000000001,2295.4761904761904,2391.2095238095244,7247476.0,2310119.0,29765349.0,3605937.0,11460789.0,4416937.0,673652.0
2016-10-31,4751.6547619047615,2042.7738095238096,111.3547619047619,318.6690476190476,29844.380952380954,24055.0,29884.04761904762,3003.4761904761904,135.82142857142858,687.1380952380953,42291.42857142857,42271.09523809524,154.8452380952381,10304.52380952381,648.2785714285715,960.1309523809525,20010.714285714286,36.68666666666667,2324.6190476190477,2427.87619047619,10967620.0,2302285.0,16419848.0,12429081.0,5724071.0,5792596.0,632045.0
2016-11-30,5448.964285714285,2193.3690476190477,117.0095238095238,368.7190476190476,29480.380952380954,23864.380952380954,29552.619047619046,3004.4285714285716,147.69761904761904,754.1809523809524,41876.28571428572,41861.857142857145,173.8119047619048,11165.595238095239,702.7095238095238,956.0214285714286,20945.714285714286,36.55809523809523,2578.6666666666665,2679.133333333333,11981854.0,3190417.0,23889341.0,2084765.0,3430425.0,5913662.0,760608.0
2016-12-31,5672.35,2231.75,117.17999999999999,387.09499999999997,27516.2,22510.05,27660.4,2822.15,150.235,747.2549999999999,40339.85,40166.5,181.29749999999999,11040.25,707.2274999999997,920.5075,21069.875,34.96300000000001,2684.45,2742.935,11612776.0,2297087.0,19247822.0,2532939.0,6351710.0,4607812.0,846096.0
2017-01-31,5767.815789473684,2230.6315789473683,121.41842105263159,394.75,28367.21052631579,23326.42105263158,28525.0,2859.2631578947367,152.15,683.1578947368421,41147.57894736842,41130.21052631579,185.17368421052632,10048.684210526315,754.186842105263,977.3947368421053,20706.315789473683,35.87578947368421,2725.9473684210525,2774.1105263157897,12957530.0,2126979.0,22722209.0,2659897.0,3498719.0,6051942.0,823379.0
2017-02-28,5949.3026315789475,2315.684210526316,124.73684210526318,398.6078947368421,29249.052631578947,23756.63157894737,29279.684210526317,2944.3684210526317,155.15789473684208,712.784210526316,42604.78947368421,42588.26315789474,190.37105263157895,10664.473684210527,775.5578947368422,1011.9289473684212,19451.184210526317,37.32842105263158,2841.8684210526317,2865.8736842105263,11619714.0,1867130.0,15494123.0,2766907.0,4630974.0,5238326.0,613455.0
2017-03-31,5850.065217391304,2286.6195652173915,125.40869565217392,386.47608695652167,28660.17391304348,23369.391304347828,28713.608695652172,2903.9565217391305,150.25869565217386,675.0478260869565,41579.434782608696,41497.30434782609,183.36086956521743,10269.45652173913,777.0021739130436,964.3347826086957,19828.58695652174,36.96347826086956,2793.304347826087,2844.4999999999995,20491900.0,2128280.0,20203150.0,5362696.0,11894819.0,6739102.0,2123467.0
