,Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
543,HS,2020,202004,April 2020,2,0,1,Imports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,5542737,,,0
544,HS,2020,202004,April 2020,2,0,2,Exports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,402710,,,0
545,HS,2020,202005,May 2020,2,0,1,Imports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,8639694,,,0
546,HS,2020,202005,May 2020,2,0,2,Exports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,510280,,,0
547,HS,2020,202006,June 2020,2,0,1,Imports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,8546207,,,0
548,HS,2020,202006,June 2020,2,0,2,Exports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,755313,,,0
549,HS,2020,202007,July 2020,2,0,1,Imports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,13734680,,,0
550,HS,2020,202007,July 2020,2,0,2,Exports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,774985,,,0
551,HS,2020,202007,July 2020,2,0,3,Re-exports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,12228,,,0
552,HS,2020,202001,January 2020,2,0,1,Imports,450,Madagascar,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,3225456,,,0
553,HS,2020,202001,January 2020,2,0,2,Exports,450,Madagascar,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,35927,,,0
554,HS,2020,202002,February 2020,2,0,1,Imports,450,Madagascar,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,11426386,,,0
555,HS,2020,202002,February 2020,2,0,2,Exports,450,Madagascar,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,22876,,,0
556,HS,2020,202003,March 2020,2,0,1,Imports,450,Madagascar,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,6211398,,,0
557,HS,2020,202003,March 2020,2,0,2,Exports,450,Madagascar,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1649,,,0
558,HS,2020,202004,April 2020,2,0,1,Imports,480,Mauritius,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,7886109,,,0
559,HS,2020,202004,April 2020,2,0,2,Exports,480,Mauritius,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,257025,,,0
560,HS,2020,202005,May 2020,2,0,1,Imports,480,Mauritius,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,5200517,,,0
561,HS,2020,202005,May 2020,2,0,2,Exports,480,Mauritius,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,201960,,,0
562,HS,2020,202006,June 2020,2,0,1,Imports,480,Mauritius,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,6391664,,,0
563,HS,2020,202006,June 2020,2,0,2,Exports,480,Mauritius,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1373637,,,0
564,HS,2020,202001,January 2020,2,0,1,Imports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,822284415,,,0
565,HS,2020,202001,January 2020,2,0,2,Exports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,255118233,,,0
566,HS,2020,202002,February 2020,2,0,1,Imports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,680888153,,,0
567,HS,2020,202002,February 2020,2,0,2,Exports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,247238890,,,0
568,HS,2020,202003,March 2020,2,0,1,Imports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,764053054,,,0
569,HS,2020,202003,March 2020,2,0,2,Exports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,261756820,,,0
570,HS,2020,202004,April 2020,2,0,1,Imports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,781220770,,,0
571,HS,2020,202004,April 2020,2,0,2,Exports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,193605695,,,0
572,HS,2020,202005,May 2020,2,0,1,Imports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,612389551,,,0
573,HS,2020,202005,May 2020,2,0,2,Exports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,199067155,,,0
574,HS,2020,202006,June 2020,2,0,1,Imports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,600232981,,,0
575,HS,2020,202006,June 2020,2,0,2,Exports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,216116693,,,0
576,HS,2020,202007,July 2020,2,0,1,Imports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,590970396,,,0
577,HS,2020,202007,July 2020,2,0,2,Exports,484,Mexico,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,235577997,,,0
578,HS,2020,202001,January 2020,2,0,1,Imports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,6162924,,,0
579,HS,2020,202001,January 2020,2,0,2,Exports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1048,,,0
580,HS,2020,202001,January 2020,2,0,3,Re-exports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,275,,,0
581,HS,2020,202002,February 2020,2,0,1,Imports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,6935841,,,0
582,HS,2020,202002,February 2020,2,0,2,Exports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,81016,,,0
583,HS,2020,202002,February 2020,2,0,3,Re-exports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,4854,,,0
584,HS,2020,202003,March 2020,2,0,1,Imports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,6814913,,,0
585,HS,2020,202003,March 2020,2,0,2,Exports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,87968,,,0
586,HS,2020,202004,April 2020,2,0,1,Imports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,6223356,,,0
587,HS,2020,202004,April 2020,2,0,2,Exports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,4343,,,0
588,HS,2020,202004,April 2020,2,0,3,Re-exports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,111,,,0
589,HS,2020,202005,May 2020,2,0,1,Imports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,8982670,,,0
590,HS,2020,202005,May 2020,2,0,2,Exports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,103735,,,0
591,HS,2020,202005,May 2020,2,0,3,Re-exports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,5374,,,0
592,HS,2020,202006,June 2020,2,0,1,Imports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,8273175,,,0
593,HS,2020,202006,June 2020,2,0,2,Exports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,88723,,,0
594,HS,2020,202006,June 2020,2,0,3,Re-exports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,4379,,,0
595,HS,2020,202006,June 2020,2,0,4,Re-imports,498,Rep. of Moldova,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,613,,,0
596,HS,2020,202001,January 2020,2,0,1,Imports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,3750968,,,0
597,HS,2020,202001,January 2020,2,0,2,Exports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2813552,,,0
598,HS,2020,202002,February 2020,2,0,1,Imports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,4956752,,,0
599,HS,2020,202002,February 2020,2,0,2,Exports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1217891,,,0
600,HS,2020,202003,March 2020,2,0,1,Imports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,5304748,,,0
601,HS,2020,202003,March 2020,2,0,2,Exports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1187236,,,0
602,HS,2020,202003,March 2020,2,0,4,Re-imports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,22535,,,0
603,HS,2020,202004,April 2020,2,0,1,Imports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,3781271,,,0
604,HS,2020,202004,April 2020,2,0,2,Exports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1414006,,,0
605,HS,2020,202005,May 2020,2,0,1,Imports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,4158974,,,0
606,HS,2020,202005,May 2020,2,0,2,Exports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2109721,,,0
607,HS,2020,202006,June 2020,2,0,1,Imports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,3912742,,,0
608,HS,2020,202006,June 2020,2,0,2,Exports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,3002719,,,0
609,HS,2020,202007,July 2020,2,0,1,Imports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,4038482,,,0
610,HS,2020,202007,July 2020,2,0,2,Exports,499,Montenegro,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1506635,,,0
611,HS,2020,202001,January 2020,2,0,1,Imports,504,Morocco,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,119820120,,,0
612,HS,2020,202001,January 2020,2,0,2,Exports,504,Morocco,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,5188421,,,0
613,HS,2020,202002,February 2020,2,0,1,Imports,504,Morocco,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,122748855,,,0
614,HS,2020,202002,February 2020,2,0,2,Exports,504,Morocco,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,5343275,,,0
615,HS,2020,202001,January 2020,2,0,1,Imports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,5538662,,,0
616,HS,2020,202001,January 2020,2,0,2,Exports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,3213803,,,0
617,HS,2020,202001,January 2020,2,0,3,Re-exports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2104270,,,0
618,HS,2020,202001,January 2020,2,0,4,Re-imports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,841,,,0
619,HS,2020,202002,February 2020,2,0,1,Imports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,5282847,,,0
620,HS,2020,202002,February 2020,2,0,2,Exports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,2028297,,,0
621,HS,2020,202002,February 2020,2,0,3,Re-exports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1051422,,,0
622,HS,2020,202002,February 2020,2,0,4,Re-imports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,4044,,,0
623,HS,2020,202003,March 2020,2,0,1,Imports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,5544159,,,0
624,HS,2020,202003,March 2020,2,0,2,Exports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,4723587,,,0
625,HS,2020,202003,March 2020,2,0,3,Re-exports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,3781092,,,0
626,HS,2020,202004,April 2020,2,0,1,Imports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1785866,,,0
627,HS,2020,202004,April 2020,2,0,2,Exports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1620081,,,0
628,HS,2020,202004,April 2020,2,0,3,Re-exports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1432066,,,0
629,HS,2020,202005,May 2020,2,0,1,Imports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,7475338,,,0
630,HS,2020,202005,May 2020,2,0,2,Exports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,2566708,,,0
631,HS,2020,202005,May 2020,2,0,3,Re-exports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2347723,,,0
632,HS,2020,202005,May 2020,2,0,4,Re-imports,516,Namibia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,52469,,,0
633,HS,2020,202001,January 2020,2,0,1,Imports,528,Netherlands,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,763337107,,,0
634,HS,2020,202001,January 2020,2,0,2,Exports,528,Netherlands,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,977839506,,,0
635,HS,2020,202002,February 2020,2,0,1,Imports,528,Netherlands,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,713217934,,,0
636,HS,2020,202002,February 2020,2,0,2,Exports,528,Netherlands,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,894910933,,,0
637,HS,2020,202003,March 2020,2,0,1,Imports,528,Netherlands,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,763486663,,,0
638,HS,2020,202003,March 2020,2,0,2,Exports,528,Netherlands,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,945868018,,,0
639,HS,2020,202005,May 2020,2,0,1,Imports,528,Netherlands,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,619621799,,,0
640,HS,2020,202005,May 2020,2,0,2,Exports,528,Netherlands,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,697161854,,,0
641,HS,2020,202006,June 2020,2,0,1,Imports,528,Netherlands,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,645129203,,,0
642,HS,2020,202006,June 2020,2,0,2,Exports,528,Netherlands,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,722348911,,,0
643,HS,2020,202001,January 2020,2,0,1,Imports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,25343683,,,0
644,HS,2020,202001,January 2020,2,0,2,Exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,15242508,,,0
645,HS,2020,202001,January 2020,2,0,3,Re-exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,72396,,,0
646,HS,2020,202002,February 2020,2,0,1,Imports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,19141597,,,0
647,HS,2020,202002,February 2020,2,0,2,Exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,29384107,,,0
648,HS,2020,202002,February 2020,2,0,3,Re-exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,111432,,,0
649,HS,2020,202002,February 2020,2,0,4,Re-imports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1394,,,0
650,HS,2020,202003,March 2020,2,0,1,Imports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,18151764,,,0
651,HS,2020,202003,March 2020,2,0,2,Exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,26963387,,,0
652,HS,2020,202003,March 2020,2,0,3,Re-exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,80971,,,0
653,HS,2020,202004,April 2020,2,0,1,Imports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,20598520,,,0
654,HS,2020,202004,April 2020,2,0,2,Exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,10475568,,,0
655,HS,2020,202004,April 2020,2,0,3,Re-exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,602073,,,0
656,HS,2020,202004,April 2020,2,0,4,Re-imports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,487,,,0
657,HS,2020,202005,May 2020,2,0,1,Imports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,17231176,,,0
658,HS,2020,202005,May 2020,2,0,2,Exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,20166476,,,0
659,HS,2020,202005,May 2020,2,0,3,Re-exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,426575,,,0
660,HS,2020,202006,June 2020,2,0,1,Imports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,20241630,,,0
661,HS,2020,202006,June 2020,2,0,2,Exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,34181392,,,0
662,HS,2020,202006,June 2020,2,0,3,Re-exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,138166,,,0
663,HS,2020,202007,July 2020,2,0,1,Imports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,18143933,,,0
664,HS,2020,202007,July 2020,2,0,2,Exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,20834669,,,0
665,HS,2020,202007,July 2020,2,0,3,Re-exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,121374,,,0
666,HS,2020,202007,July 2020,2,0,4,Re-imports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,893,,,0
667,HS,2020,202008,August 2020,2,0,1,Imports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,19411533,,,0
668,HS,2020,202008,August 2020,2,0,2,Exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,24917064,,,0
669,HS,2020,202008,August 2020,2,0,3,Re-exports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,407465,,,0
670,HS,2020,202008,August 2020,2,0,4,Re-imports,554,New Zealand,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1322,,,0
671,HS,2020,202001,January 2020,2,0,1,Imports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,72200841,,,0
672,HS,2020,202001,January 2020,2,0,2,Exports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,78529073,,,0
673,HS,2020,202002,February 2020,2,0,1,Imports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,63742911,,,0
674,HS,2020,202002,February 2020,2,0,2,Exports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,80880655,,,0
675,HS,2020,202003,March 2020,2,0,1,Imports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,60448524,,,0
676,HS,2020,202003,March 2020,2,0,2,Exports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,89329437,,,0
677,HS,2020,202004,April 2020,2,0,1,Imports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,60608457,,,0
678,HS,2020,202004,April 2020,2,0,2,Exports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,85570065,,,0
679,HS,2020,202005,May 2020,2,0,1,Imports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,59067449,,,0
680,HS,2020,202005,May 2020,2,0,2,Exports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,76743114,,,0
681,HS,2020,202006,June 2020,2,0,1,Imports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,65250214,,,0
682,HS,2020,202006,June 2020,2,0,2,Exports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,78567576,,,0
683,HS,2020,202007,July 2020,2,0,1,Imports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,52437019,,,0
684,HS,2020,202007,July 2020,2,0,2,Exports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,79281384,,,0
685,HS,2020,202008,August 2020,2,0,1,Imports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,64309531,,,0
686,HS,2020,202008,August 2020,2,0,2,Exports,579,Norway,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,80134183,,,0
687,HS,2020,202001,January 2020,2,0,1,Imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,238022807,,,0
688,HS,2020,202001,January 2020,2,0,2,Exports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7015153,,,0
689,HS,2020,202001,January 2020,2,0,4,Re-imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,62355,,,0
690,HS,2020,202002,February 2020,2,0,1,Imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,261956818,,,0
691,HS,2020,202002,February 2020,2,0,2,Exports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7767237,,,0
692,HS,2020,202002,February 2020,2,0,4,Re-imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,149069,,,0
693,HS,2020,202003,March 2020,2,0,1,Imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,237262237,,,0
694,HS,2020,202003,March 2020,2,0,2,Exports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7302034,,,0
695,HS,2020,202003,March 2020,2,0,4,Re-imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,24953,,,0
696,HS,2020,202004,April 2020,2,0,1,Imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,194766721,,,0
697,HS,2020,202004,April 2020,2,0,2,Exports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,4083354,,,0
698,HS,2020,202004,April 2020,2,0,4,Re-imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,75310,,,0
699,HS,2020,202005,May 2020,2,0,1,Imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,251957598,,,0
700,HS,2020,202005,May 2020,2,0,2,Exports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2654755,,,0
701,HS,2020,202005,May 2020,2,0,4,Re-imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,514676,,,0
702,HS,2020,202006,June 2020,2,0,1,Imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,229880766,,,0
703,HS,2020,202006,June 2020,2,0,2,Exports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7590581,,,0
704,HS,2020,202006,June 2020,2,0,4,Re-imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,109340,,,0
705,HS,2020,202007,July 2020,2,0,1,Imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,288905942,,,0
706,HS,2020,202007,July 2020,2,0,2,Exports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7874183,,,0
707,HS,2020,202007,July 2020,2,0,3,Re-exports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,954,,,0
708,HS,2020,202007,July 2020,2,0,4,Re-imports,586,Pakistan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1867,,,0
709,HS,2020,202001,January 2020,2,0,1,Imports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,22212608,,,0
710,HS,2020,202001,January 2020,2,0,2,Exports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2034920,,,0
711,HS,2020,202002,February 2020,2,0,1,Imports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,19006521,,,0
712,HS,2020,202002,February 2020,2,0,2,Exports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1477054,,,0
713,HS,2020,202003,March 2020,2,0,1,Imports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,18544126,,,0
714,HS,2020,202003,March 2020,2,0,2,Exports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1356912,,,0
715,HS,2020,202004,April 2020,2,0,1,Imports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7921969,,,0
716,HS,2020,202004,April 2020,2,0,2,Exports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,879046,,,0
717,HS,2020,202005,May 2020,2,0,1,Imports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,19730602,,,0
718,HS,2020,202005,May 2020,2,0,2,Exports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,383537,,,0
719,HS,2020,202006,June 2020,2,0,1,Imports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,26141551,,,0
720,HS,2020,202006,June 2020,2,0,2,Exports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1234742,,,0
721,HS,2020,202007,July 2020,2,0,1,Imports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,22225642,,,0
722,HS,2020,202007,July 2020,2,0,2,Exports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1479428,,,0
723,HS,2020,202008,August 2020,2,0,1,Imports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,19775217,,,0
724,HS,2020,202008,August 2020,2,0,2,Exports,600,Paraguay,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1257571,,,0
725,HS,2020,202001,January 2020,2,0,1,Imports,604,Peru,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,108515602,,,0
