"","classification","year","period","period_desc","aggregate_level","is_leaf_code","trade_flow_code","trade_flow","reporter_code","reporter","reporter_iso","partner_code","partner","partner_iso","second_partner_code","second_partner","second_partner_iso","customs_proc_code","customs","mode_of_transport_code","mode_of_transport","commodity_code","commodity","qty_unit_code","qty_unit","alt_qty_unit_code","alt_qty_unit","qty","alt_qty","netweight_kg","gross_weight_kg","trade_value_usd","cif_trade_value_usd","fob_trade_value_usd","flag"
"43","H5",2017,2017,"2017",2,0,2,"Export",360,"Indonesia","IDN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,159874736,NA,NA,4
"44","H5",2017,2017,"2017",2,0,2,"Export",364,"Iran","IRN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,292991432,NA,NA,0
"45","H5",2017,2017,"2017",2,0,2,"Export",372,"Ireland","IRL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,218616853,NA,NA,4
"46","H5",2017,2017,"2017",2,0,2,"Export",376,"Israel","ISR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,NA,NA,336738000,NA,NA,4
"47","H5",2017,2017,"2017",2,0,2,"Export",381,"Italy","ITA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,3107756693,NA,NA,4
"48","H5",2017,2017,"2017",2,0,2,"Export",392,"Japan","JPN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,2370671700,NA,NA,4
"49","H5",2017,2017,"2017",2,0,2,"Export",398,"Kazakhstan","KAZ",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,19089735,NA,NA,4
"50","H5",2017,2017,"2017",2,0,2,"Export",400,"Jordan","JOR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,67445408,NA,NA,0
"51","H5",2017,2017,"2017",2,0,2,"Export",410,"Rep. of Korea","KOR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,NA,NA,757350140,NA,NA,4
"52","H5",2017,2017,"2017",2,0,2,"Export",414,"Kuwait","KWT",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,10145317,NA,NA,0
"53","H5",2017,2017,"2017",2,0,2,"Export",417,"Kyrgyzstan","KGZ",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,4115402,NA,NA,0
"54","H5",2017,2017,"2017",2,0,2,"Export",418,"Lao People's Dem. Rep.","LAO",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,NA,NA,16426,NA,NA,4
"55","H5",2017,2017,"2017",2,0,2,"Export",422,"Lebanon","LBN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,11936165,NA,NA,0
"56","H5",2017,2017,"2017",2,0,2,"Export",426,"Lesotho","LSO",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,90954,NA,NA,0
"57","H5",2017,2017,"2017",2,0,2,"Export",428,"Latvia","LVA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,141198978,NA,NA,4
"58","H5",2017,2017,"2017",2,0,2,"Export",440,"Lithuania","LTU",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,137596734,NA,NA,4
"59","H5",2017,2017,"2017",2,0,2,"Export",442,"Luxembourg","LUX",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,54959413,NA,NA,0
"60","H5",2017,2017,"2017",2,0,2,"Export",450,"Madagascar","MDG",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,124819,NA,NA,0
"61","H5",2017,2017,"2017",2,0,2,"Export",458,"Malaysia","MYS",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,463724970,NA,NA,0
"62","H5",2017,2017,"2017",2,0,2,"Export",470,"Malta","MLT",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,226620,NA,NA,0
"63","H5",2017,2017,"2017",2,0,2,"Export",480,"Mauritius","MUS",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,664926,NA,NA,4
"64","H5",2017,2017,"2017",2,0,2,"Export",490,"Other Asia, nes",NA,0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,275468138,NA,NA,4
"65","H5",2017,2017,"2017",2,0,2,"Export",496,"Mongolia","MNG",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,56195,NA,NA,0
"66","H5",2017,2017,"2017",2,0,2,"Export",499,"Montenegro","MNE",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,3397183,NA,NA,0
"67","H5",2017,2017,"2017",2,0,2,"Export",504,"Morocco","MAR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,38929883,NA,NA,0
"68","H5",2017,2017,"2017",2,0,2,"Export",512,"Oman","OMN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,151561128,NA,NA,0
"69","H5",2017,2017,"2017",2,0,2,"Export",516,"Namibia","NAM",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,5466311,NA,NA,4
"70","H5",2017,2017,"2017",2,0,2,"Export",528,"Netherlands","NLD",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,1217112225,NA,NA,4
"71","H5",2017,2017,"2017",2,0,2,"Export",554,"New Zealand","NZL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,NA,NA,34637738,NA,NA,0
"72","H5",2017,2017,"2017",2,0,2,"Export",558,"Nicaragua","NIC",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,1430077,NA,NA,0
"73","H5",2017,2017,"2017",2,0,2,"Export",579,"Norway","NOR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,53345407,NA,NA,4
"74","H5",2017,2017,"2017",2,0,2,"Export",586,"Pakistan","PAK",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,20907633,NA,NA,4
"75","H5",2017,2017,"2017",2,0,2,"Export",600,"Paraguay","PRY",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,71032,NA,NA,0
"76","H5",2017,2017,"2017",2,0,2,"Export",604,"Peru","PER",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,20109328,NA,NA,0
"77","H5",2017,2017,"2017",2,0,2,"Export",616,"Poland","POL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,1068008471,NA,NA,4
"78","H5",2017,2017,"2017",2,0,2,"Export",620,"Portugal","PRT",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,NA,NA,578025255,NA,NA,4
"79","H5",2017,2017,"2017",2,0,2,"Export",642,"Romania","ROU",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,75776479,NA,NA,4
"80","H5",2017,2017,"2017",2,0,2,"Export",643,"Russian Federation","RUS",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,NA,NA,430090924,NA,NA,4
"81","H5",2017,2017,"2017",2,0,2,"Export",688,"Serbia","SRB",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,48326382,NA,NA,4
"82","H5",2017,2017,"2017",2,0,2,"Export",699,"India","IND",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,1362617960,NA,NA,4
"83","H5",2017,2017,"2017",2,0,2,"Export",703,"Slovakia","SVK",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,186911008,NA,NA,4
"84","H5",2017,2017,"2017",2,0,2,"Export",705,"Slovenia","SVN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,256103321,NA,NA,0
"85","H5",2017,2017,"2017",2,0,2,"Export",710,"South Africa","ZAF",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,125540634,NA,NA,4
"86","H5",2017,2017,"2017",2,0,2,"Export",724,"Spain","ESP",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,1911629162,NA,NA,4
"87","H5",2017,2017,"2017",2,0,2,"Export",729,"Sudan","SDN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,117625,NA,NA,0
"88","H5",2017,2017,"2017",2,0,2,"Export",748,"Eswatini","SWZ",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,1486546,NA,NA,4
"89","H5",2017,2017,"2017",2,0,2,"Export",752,"Sweden","SWE",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,288594911,NA,NA,4
"90","H5",2017,2017,"2017",2,0,2,"Export",757,"Switzerland","CHE",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,495398697,NA,NA,4
"91","H5",2017,2017,"2017",2,0,2,"Export",764,"Thailand","THA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,550690503,NA,NA,4
"92","H5",2017,2017,"2017",2,0,2,"Export",792,"Turkey","TUR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,1204074914,NA,NA,0
"93","H5",2017,2017,"2017",2,0,2,"Export",807,"North Macedonia","MKD",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,26201560,NA,NA,4
"94","H5",2017,2017,"2017",2,0,2,"Export",826,"United Kingdom","GBR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,1152663415,NA,NA,4
"95","H5",2017,2017,"2017",2,0,2,"Export",834,"United Rep. of Tanzania","TZA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,"No Quantity",NA,NA,0,NA,0,NA,3410203,NA,NA,4
