,index,Month,Reporter,2nd Partner,2nd Partner Code,2nd Partner ISO,Aggregate Level,Alt Qty,Alt Qty Unit,Alt Qty Unit Code,CIF Trade Value (US$),Commodity Code,Customs,Customs Proc. Code,FOB Trade Value (US$),Flag,Gross weight (kg),Is Leaf Code,Mode of Transport,Mode of Transport Code,Netweight (kg),Partner Code,Partner ISO,Period,Qty,Qty Unit,Qty Unit Code,Reporter Code,Reporter ISO,Trade Flow Code,Trade Value (US$),Unnamed: 0,Year
387,387,201903,Switzerland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,757.0,,1.0,247688817.33333334,438.0,2018.0
388,388,201903,TFYR of Macedonia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,807.0,,1.0,54079226.0,461.0,2018.0
389,389,201903,Thailand,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,764.0,,1.0,961408658.5,,2017.5
390,390,201903,Togo,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,768.0,,1.0,9805070.0,445.0,2018.0
391,391,201903,Turkey,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,792.0,,1.0,1453751410.6666667,450.0,2018.0
392,392,201903,Uganda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201853,,,,800.0,,1.0,32054202.0,455.0,2018.5
393,393,201903,Ukraine,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201803,,,,804.0,,1.0,95038362.0,458.0,2018.0
394,394,201903,United Arab Emirates,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,784.0,,1.0,465010006.5,,2017.5
395,395,201903,United Kingdom,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,826.0,,1.0,567845793.0,471.0,2018.0
396,396,201903,United Rep. of Tanzania,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,834.0,,1.0,40630284.0,,2018.0
397,397,201903,United States of America,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,842.0,,1.0,2479849337.0,476.0,2018.0
398,398,201903,Yemen,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201853,,,,887.0,,1.0,14802887.5,487.0,2018.5
399,399,201903,Zambia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,894.0,,1.0,13564634.333333334,492.0,2018.0
400,400,201903,Zimbabwe,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,716.0,,1.0,11553706.0,418.0,2018.0
401,401,201904,Angola,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,24.0,,1.0,16689206.0,3.0,2018.0
402,402,201904,Antigua and Barbuda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,28.0,,1.0,452792.6666666667,8.0,2018.0
403,403,201904,Argentina,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,32.0,,1.0,95164517.66666667,18.0,2018.0
404,404,201904,Armenia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,51.0,,1.0,7885012.0,28.0,2018.0
405,405,201904,Australia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,36.0,,1.0,82230695.66666667,23.0,2018.0
406,406,201904,Austria,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201704,,,,40.0,,1.0,337706685.0,,2017.0
407,407,201904,Azerbaijan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201804,,,,31.0,,1.0,30302834.666666668,13.0,2018.0
408,408,201904,Bahrain,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,48.0,,1.0,42360053.5,,2017.5
409,409,201904,Barbados,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,52.0,,1.0,771628.0,33.0,2018.0
410,410,201904,Belarus,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,112.0,,1.0,138305433.33333334,75.0,2018.0
411,411,201904,Belgium,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,56.0,,1.0,1253107131.6666667,37.0,2018.0
412,412,201904,Belize,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,84.0,,1.0,2023244.6666666667,60.0,2018.0
413,413,201904,Benin,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,204.0,,1.0,5693653.666666667,122.0,2018.0
414,414,201904,Bermuda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,60.0,,1.0,206556.5,,2017.5
415,415,201904,Bolivia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,68.0,,1.0,32447202.0,,2017.5
416,416,201904,Bosnia Herzegovina,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201804,,,,70.0,,1.0,33109486.666666668,45.0,2018.0
417,417,201904,Botswana,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,72.0,,1.0,4815164.666666667,50.0,2018.0
418,418,201904,Brazil,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,76.0,,1.0,178172653.33333334,55.0,2018.0
419,419,201904,Brunei Darussalam,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,96.0,,1.0,8946010.5,,2017.5
420,420,201904,Bulgaria,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,100.0,,1.0,111104936.33333333,70.0,2018.0
421,421,201904,Burundi,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201704,,,,108.0,,1.0,3569919.0,,2017.0
422,422,201904,Canada,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,124.0,,1.0,616879159.0,80.0,2018.0
423,423,201904,Chile,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,152.0,,1.0,110644929.66666667,87.0,2018.0
424,424,201904,China,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201704,,,,156.0,,1.0,1745031906.0,,2017.0
425,425,201904,"China, Hong Kong SAR",,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,344.0,,1.0,167558784.66666666,187.0,2018.0
426,426,201904,"China, Macao SAR",,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,446.0,,1.0,7765459.333333333,262.0,2018.0
427,427,201904,Colombia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,170.0,,1.0,146571089.33333334,92.0,2018.0
428,428,201904,Comoros,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,174.0,,1.0,661680.3333333334,97.0,2018.0
429,429,201904,Congo,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,178.0,,1.0,1739811.6666666667,102.0,2018.0
430,430,201904,Croatia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,191.0,,1.0,56999406.666666664,107.0,2018.0
431,431,201904,Cyprus,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,196.0,,1.0,12780298.333333334,112.0,2018.0
432,432,201904,Czech Rep.,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,203.0,,1.0,532028243.0,117.0,2018.0
433,433,201904,CÃ´te d'Ivoire,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201904,,,,384.0,,1.0,23924325.0,217.0,2019.0
434,434,201904,Côte d'Ivoire,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,384.0,,1.0,12241014.0,,2017.5
435,435,201904,Denmark,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,208.0,,1.0,172562291.66666666,127.0,2018.0
436,436,201904,EU-28,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,97.0,,1.0,3478301916.6666665,65.0,2018.0
437,437,201904,Ecuador,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,218.0,,1.0,77203131.0,132.0,2018.0
438,438,201904,Egypt,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201804,,,,818.0,,1.0,265620767.0,467.0,2018.0
439,439,201904,El Salvador,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,222.0,,1.0,36966629.333333336,137.0,2018.0
440,440,201904,Estonia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,233.0,,1.0,53623200.666666664,142.0,2018.0
441,441,201904,Ethiopia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,231.0,,1.0,60463748.5,,2017.5
442,442,201904,Finland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201804,,,,246.0,,1.0,232951081.0,147.0,2018.0
443,443,201904,France,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,251.0,,1.0,1110460034.5,,2017.5
444,444,201904,Gambia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,270.0,,1.0,545136.0,157.0,2018.0
445,445,201904,Georgia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,268.0,,1.0,14302307.666666666,152.0,2018.0
446,446,201904,Germany,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,276.0,,1.0,2562129489.0,162.0,2018.0
447,447,201904,Ghana,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,288.0,,1.0,27235789.666666668,167.0,2018.0
448,448,201904,Greece,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,300.0,,1.0,112010113.0,172.0,2018.0
449,449,201904,Greenland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,304.0,,1.0,246206.5,,2017.5
450,450,201904,Guatemala,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,320.0,,1.0,71001479.5,177.0,2018.0
451,451,201904,Guyana,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,328.0,,1.0,4149928.0,182.0,2018.0
452,452,201904,Honduras,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201704,,,,340.0,,1.0,34288602.0,,2017.0
453,453,201904,Hungary,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,348.0,,1.0,221900612.33333334,192.0,2018.0
454,454,201904,Iceland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,352.0,,1.0,3839575.0,197.0,2018.0
455,455,201904,India,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,699.0,,1.0,892228876.3333334,394.0,2018.0
456,456,201904,Indonesia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201704,,,,360.0,,1.0,637244971.0,,2017.0
457,457,201904,Ireland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,372.0,,1.0,56784608.666666664,202.0,2018.0
458,458,201904,Israel,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,376.0,,1.0,104853666.66666667,207.0,2018.0
459,459,201904,Italy,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,381.0,,1.0,1832895754.3333333,212.0,2018.0
460,460,201904,Japan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,392.0,,1.0,707227445.0,222.0,2018.0
461,461,201904,Jordan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201704,,,,400.0,,1.0,28603426.0,,2017.0
462,462,201904,Kazakhstan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,398.0,,1.0,97692608.33333333,227.0,2018.0
463,463,201904,Kenya,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,404.0,,1.0,74417160.5,,2017.5
464,464,201904,Kuwait,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201704,,,,414.0,,1.0,73640733.0,,2017.0
465,465,201904,Kyrgyzstan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,417.0,,1.0,16178166.0,239.0,2018.0
466,466,201904,Lao People's Dem. Rep.,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201904,,,,418.0,,1.0,21604840.0,244.0,2019.0
467,467,201904,Latvia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,428.0,,1.0,59055804.0,249.0,2018.0
468,468,201904,Lithuania,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,440.0,,1.0,65368888.0,254.0,2018.0
469,469,201904,Luxembourg,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,442.0,,1.0,120164343.66666667,258.0,2018.0
470,470,201904,Madagascar,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,450.0,,1.0,7524408.666666667,267.0,2018.0
471,471,201904,Malaysia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,458.0,,1.0,500479218.5,,2017.5
472,472,201904,Maldives,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,462.0,,1.0,11443611.0,,2018.0
473,473,201904,Malta,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201904,,,,470.0,,1.0,2008092.0,273.0,2019.0
474,474,201904,Mauritius,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,480.0,,1.0,6173263.333333333,278.0,2018.0
475,475,201904,Mexico,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201804,,,,484.0,,1.0,911530957.6666666,283.0,2018.0
476,476,201904,Mongolia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,496.0,,1.0,16040520.333333334,288.0,2018.0
477,477,201904,Montenegro,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,499.0,,1.0,5837246.0,298.0,2018.0
478,478,201904,Morocco,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201854,,,,504.0,,1.0,121610805.0,303.0,2018.5
479,479,201904,Mozambique,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201754,,,,508.0,,1.0,8188214.5,,2017.5
480,480,201904,Myanmar,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,104.0,,1.0,90149476.0,,2017.5
481,481,201904,Namibia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201704,,,,516.0,,1.0,6783146.0,,2017.0
482,482,201904,Netherlands,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201704,,,,528.0,,1.0,885418981.0,,2017.0
483,483,201904,New Zealand,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,554.0,,1.0,25160314.333333332,311.0,2018.0
484,484,201904,Norway,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201804,,,,579.0,,1.0,70810832.0,316.0,2018.0
485,485,201904,Oman,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,512.0,,1.0,145501685.0,,2018.0
486,486,201904,Pakistan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,586.0,,1.0,292892417.6666667,324.0,2018.0
487,487,201904,Panama,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201704,,,,591.0,,1.0,38470971.0,,2017.0
488,488,201904,Paraguay,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,600.0,,1.0,26344700.666666668,329.0,2018.0
489,489,201904,Peru,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,604.0,,1.0,121225154.66666667,334.0,2018.0
490,490,201904,Philippines,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,608.0,,1.0,378943468.3333333,339.0,2018.0
491,491,201904,Poland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,616.0,,1.0,818035267.3333334,344.0,2018.0
492,492,201904,Portugal,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,620.0,,1.0,246939883.33333334,349.0,2018.0
493,493,201904,Qatar,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201854,,,,634.0,,1.0,33253351.0,354.0,2018.5
494,494,201904,Rep. of Korea,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,410.0,,1.0,1479017835.6666667,234.0,2018.0
495,495,201904,Rep. of Moldova,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,498.0,,1.0,7923228.666666667,293.0,2018.0
496,496,201904,Romania,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,642.0,,1.0,262832822.66666666,359.0,2018.0
497,497,201904,Russian Federation,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,643.0,,1.0,461465186.3333333,364.0,2018.0
498,498,201904,Rwanda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,646.0,,1.0,6666760.0,369.0,2018.0
499,499,201904,Saint Kitts and Nevis,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201704,,,,659.0,,1.0,182767.0,,2017.0
500,500,201904,Samoa,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,882.0,,1.0,345265.0,,2018.0
501,501,201904,Sao Tome and Principe,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,678.0,,1.0,79717.0,374.0,2018.0
502,502,201904,Saudi Arabia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201704,,,,682.0,,1.0,244946173.0,,2017.0
503,503,201904,Senegal,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,686.0,,1.0,25647561.666666668,379.0,2018.0
504,504,201904,Serbia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,688.0,,1.0,51124619.0,384.0,2018.0
505,505,201904,Seychelles,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,690.0,,1.0,1904431.3333333333,389.0,2018.0
506,506,201904,Singapore,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,702.0,,1.0,230597212.33333334,399.0,2018.0
507,507,201904,Slovakia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,703.0,,1.0,224745231.33333334,404.0,2018.0
508,508,201904,Slovenia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201804,,,,705.0,,1.0,123111526.33333333,409.0,2018.0
509,509,201904,South Africa,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,710.0,,1.0,95355333.66666667,414.0,2018.0
510,510,201904,Spain,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,724.0,,1.0,902906800.6666666,424.0,2018.0
511,511,201904,State of Palestine,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,275.0,,1.0,20082998.0,,2017.5
512,512,201904,Swaziland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,748.0,,1.0,1764613.6666666667,429.0,2018.0
513,513,201904,Sweden,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,752.0,,1.0,442973124.0,434.0,2018.0
514,514,201904,Switzerland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,757.0,,1.0,217632170.33333334,439.0,2018.0
515,515,201904,TFYR of Macedonia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,807.0,,1.0,44850827.666666664,462.0,2018.0
516,516,201904,Thailand,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,764.0,,1.0,957945031.5,,2017.5
517,517,201904,Togo,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,768.0,,1.0,5278665.333333333,446.0,2018.0
518,518,201904,Turkey,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,792.0,,1.0,1560171717.3333333,451.0,2018.0
519,519,201904,Uganda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,800.0,,1.0,31405208.0,,2018.0
520,520,201904,Ukraine,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,804.0,,1.0,94451937.0,,2017.5
521,521,201904,United Arab Emirates,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201754,,,,784.0,,1.0,430461879.5,,2017.5
522,522,201904,United Kingdom,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,826.0,,1.0,554056586.0,472.0,2018.0
523,523,201904,United Rep. of Tanzania,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,834.0,,1.0,22099645.0,,2018.0
524,524,201904,United States of America,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,842.0,,1.0,2680834603.6666665,477.0,2018.0
525,525,201904,Yemen,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201854,,,,887.0,,1.0,9702854.5,488.0,2018.5
526,526,201904,Zambia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,894.0,,1.0,14768970.666666666,493.0,2018.0
527,527,201904,Zimbabwe,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201804,,,,716.0,,1.0,10614511.666666666,419.0,2018.0
528,528,201905,Angola,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,24.0,,1.0,21087566.666666668,4.0,2018.0
529,529,201905,Antigua and Barbuda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,28.0,,1.0,612837.3333333334,9.0,2018.0
530,530,201905,Argentina,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,32.0,,1.0,100280449.0,19.0,2018.0
531,531,201905,Armenia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,51.0,,1.0,7589310.666666667,29.0,2018.0
532,532,201905,Australia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,36.0,,1.0,88440084.0,24.0,2018.0
533,533,201905,Austria,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201705,,,,40.0,,1.0,368563557.0,,2017.0
534,534,201905,Azerbaijan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201805,,,,31.0,,1.0,32676382.666666668,14.0,2018.0
535,535,201905,Bahrain,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,48.0,,1.0,27057523.0,,2017.5
536,536,201905,Barbados,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,52.0,,1.0,750143.0,,2017.5
537,537,201905,Belarus,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,112.0,,1.0,143512566.66666666,76.0,2018.0
538,538,201905,Belgium,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,56.0,,1.0,1219856634.3333333,38.0,2018.0
539,539,201905,Belize,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,84.0,,1.0,2365752.3333333335,61.0,2018.0
540,540,201905,Benin,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,204.0,,1.0,6789999.333333333,123.0,2018.0
541,541,201905,Bermuda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,60.0,,1.0,204551.5,,2017.5
542,542,201905,Bolivia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,68.0,,1.0,40960035.5,,2017.5
543,543,201905,Bosnia Herzegovina,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,70.0,,1.0,35492631.333333336,46.0,2018.0
544,544,201905,Botswana,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,72.0,,1.0,5500238.0,51.0,2018.0
545,545,201905,Brazil,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201805,,,,76.0,,1.0,195766845.66666666,56.0,2018.0
546,546,201905,Brunei Darussalam,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,96.0,,1.0,5425605.5,,2017.5
547,547,201905,Bulgaria,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,100.0,,1.0,113441985.33333333,71.0,2018.0
548,548,201905,Burundi,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201705,,,,108.0,,1.0,2340291.0,,2017.0
549,549,201905,Canada,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,124.0,,1.0,684320485.3333334,81.0,2018.0
550,550,201905,Chile,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,152.0,,1.0,128779635.66666667,88.0,2018.0
551,551,201905,China,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201705,,,,156.0,,1.0,1928714358.0,,2017.0
552,552,201905,"China, Hong Kong SAR",,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,344.0,,1.0,132581209.66666667,188.0,2018.0
553,553,201905,"China, Macao SAR",,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,446.0,,1.0,10218607.333333334,263.0,2018.0
554,554,201905,Colombia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,170.0,,1.0,146466755.66666666,93.0,2018.0
555,555,201905,Comoros,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,174.0,,1.0,1212668.0,98.0,2018.0
