,index,Month,Reporter,2nd Partner,2nd Partner Code,2nd Partner ISO,Aggregate Level,Alt Qty,Alt Qty Unit,Alt Qty Unit Code,CIF Trade Value (US$),Commodity Code,Customs,Customs Proc. Code,FOB Trade Value (US$),Flag,Gross weight (kg),Is Leaf Code,Mode of Transport,Mode of Transport Code,Netweight (kg),Partner Code,Partner ISO,Period,Qty,Qty Unit,Qty Unit Code,Reporter Code,Reporter ISO,Trade Flow Code,Trade Value (US$),Unnamed: 0,Year
217,217,201902,Morocco,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201852,,,,504.0,,1.0,97991014.5,301.0,2018.5
218,218,201902,Mozambique,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201752,,,,508.0,,1.0,11648402.5,,2017.5
219,219,201902,Myanmar,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201752,,,,104.0,,1.0,83451839.5,,2017.5
220,220,201902,Namibia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201702,,,,516.0,,1.0,10626982.0,,2017.0
221,221,201902,Netherlands,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201702,,,,528.0,,1.0,909265273.0,,2017.0
222,222,201902,New Zealand,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,554.0,,1.0,32259514.666666668,309.0,2018.0
223,223,201902,Nigeria,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201802,,,,566.0,,1.0,38487711.0,,2018.0
224,224,201902,Norway,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,579.0,,1.0,67088701.0,314.0,2018.0
225,225,201902,Oman,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,512.0,,1.0,85064630.0,,2018.0
226,226,201902,Pakistan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,586.0,,1.0,254720327.66666666,322.0,2018.0
227,227,201902,Palau,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201902,,,,585.0,,1.0,339080.0,319.0,2019.0
228,228,201902,Panama,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201752,,,,591.0,,1.0,18573043.5,,2017.5
229,229,201902,Paraguay,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,600.0,,1.0,20215681.0,327.0,2018.0
230,230,201902,Peru,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,604.0,,1.0,113949189.66666667,332.0,2018.0
231,231,201902,Philippines,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,608.0,,1.0,321334989.3333333,337.0,2018.0
232,232,201902,Poland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,616.0,,1.0,801175379.6666666,342.0,2018.0
233,233,201902,Portugal,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,620.0,,1.0,216807388.33333334,347.0,2018.0
234,234,201902,Qatar,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201852,,,,634.0,,1.0,37442775.5,352.0,2018.5
235,235,201902,Rep. of Korea,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,410.0,,1.0,1345462652.0,232.0,2018.0
236,236,201902,Rep. of Moldova,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,498.0,,1.0,4339167.0,291.0,2018.0
237,237,201902,Romania,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,642.0,,1.0,240509734.66666666,357.0,2018.0
238,238,201902,Russian Federation,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,643.0,,1.0,350250583.0,362.0,2018.0
239,239,201902,Rwanda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,646.0,,1.0,8574261.0,367.0,2018.0
240,240,201902,Saint Kitts and Nevis,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201752,,,,659.0,,1.0,569938.0,,2017.5
241,241,201902,Samoa,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201752,,,,882.0,,1.0,629529.5,,2017.5
242,242,201902,Sao Tome and Principe,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,678.0,,1.0,10654.666666666666,372.0,2018.0
243,243,201902,Saudi Arabia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201702,,,,682.0,,1.0,250061379.0,,2017.0
244,244,201902,Senegal,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,686.0,,1.0,19475451.666666668,377.0,2018.0
245,245,201902,Serbia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,688.0,,1.0,50639972.333333336,382.0,2018.0
246,246,201902,Seychelles,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,690.0,,1.0,1512427.3333333333,387.0,2018.0
247,247,201902,Singapore,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,702.0,,1.0,172476384.66666666,397.0,2018.0
248,248,201902,Slovakia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201802,,,,703.0,,1.0,225600799.66666666,402.0,2018.0
249,249,201902,Slovenia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,705.0,,1.0,134839260.66666666,407.0,2018.0
250,250,201902,South Africa,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,710.0,,1.0,85573577.66666667,412.0,2018.0
251,251,201902,Spain,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201802,,,,724.0,,1.0,793923235.6666666,422.0,2018.0
252,252,201902,State of Palestine,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201752,,,,275.0,,1.0,17741715.0,,2017.5
253,253,201902,Swaziland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,748.0,,1.0,2621540.3333333335,427.0,2018.0
254,254,201902,Sweden,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,752.0,,1.0,396273421.3333333,432.0,2018.0
255,255,201902,Switzerland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,757.0,,1.0,220813520.33333334,437.0,2018.0
256,256,201902,TFYR of Macedonia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,807.0,,1.0,45901460.0,460.0,2018.0
257,257,201902,Thailand,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,764.0,,1.0,887923589.0,442.0,2018.0
258,258,201902,Togo,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,768.0,,1.0,5836798.333333333,444.0,2018.0
259,259,201902,Turkey,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,792.0,,1.0,1157341625.6666667,449.0,2018.0
260,260,201902,Uganda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201852,,,,800.0,,1.0,29355818.0,454.0,2018.5
261,261,201902,Ukraine,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,804.0,,1.0,83567559.66666667,457.0,2018.0
262,262,201902,United Arab Emirates,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201752,,,,784.0,,1.0,319298023.5,,2017.5
263,263,201902,United Kingdom,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,826.0,,1.0,572748381.0,470.0,2018.0
264,264,201902,United Rep. of Tanzania,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,834.0,,1.0,23937758.0,,2018.0
265,265,201902,United States of America,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,842.0,,1.0,2122561935.6666667,475.0,2018.0
266,266,201902,Yemen,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201852,,,,887.0,,1.0,8410881.0,486.0,2018.5
267,267,201902,Zambia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,894.0,,1.0,13657608.666666666,491.0,2018.0
268,268,201902,Zimbabwe,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201802,,,,716.0,,1.0,10317660.0,417.0,2018.0
269,269,201903,Algeria,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201703,,,,12.0,,1.0,92745462.0,,2017.0
270,270,201903,Angola,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,24.0,,1.0,11153203.333333334,2.0,2018.0
271,271,201903,Antigua and Barbuda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,28.0,,1.0,570848.3333333334,7.0,2018.0
272,272,201903,Argentina,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,32.0,,1.0,83282546.33333333,17.0,2018.0
273,273,201903,Armenia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,51.0,,1.0,6815249.0,27.0,2018.0
274,274,201903,Aruba,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201903,,,,533.0,,1.0,246454.0,307.0,2019.0
275,275,201903,Australia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,36.0,,1.0,81276939.0,22.0,2018.0
276,276,201903,Austria,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201703,,,,40.0,,1.0,375071246.0,,2017.0
277,277,201903,Azerbaijan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,31.0,,1.0,25097240.333333332,12.0,2018.0
278,278,201903,Bahrain,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,48.0,,1.0,30915534.0,,2017.5
279,279,201903,Barbados,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,52.0,,1.0,538424.3333333334,32.0,2018.0
280,280,201903,Belarus,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,112.0,,1.0,136726833.33333334,74.0,2018.0
281,281,201903,Belgium,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,56.0,,1.0,1243722347.6666667,36.0,2018.0
282,282,201903,Belize,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,84.0,,1.0,1251795.0,59.0,2018.0
283,283,201903,Benin,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,204.0,,1.0,5926186.666666667,121.0,2018.0
284,284,201903,Bermuda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,60.0,,1.0,128131.5,,2017.5
285,285,201903,Bolivia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,68.0,,1.0,36737097.333333336,41.0,2018.0
286,286,201903,Bosnia Herzegovina,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,70.0,,1.0,35213429.666666664,44.0,2018.0
287,287,201903,Botswana,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,72.0,,1.0,4255916.333333333,49.0,2018.0
288,288,201903,Brazil,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,76.0,,1.0,184978110.0,54.0,2018.0
289,289,201903,Brunei Darussalam,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,96.0,,1.0,11737071.0,,2017.5
290,290,201903,Bulgaria,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,100.0,,1.0,117704398.66666667,69.0,2018.0
291,291,201903,Burundi,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201703,,,,108.0,,1.0,2654611.0,,2017.0
292,292,201903,Canada,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,124.0,,1.0,573009807.0,79.0,2018.0
293,293,201903,Chile,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,152.0,,1.0,131729431.66666667,86.0,2018.0
294,294,201903,China,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201703,,,,156.0,,1.0,1921288134.0,,2017.0
295,295,201903,"China, Hong Kong SAR",,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,344.0,,1.0,189908604.33333334,186.0,2018.0
296,296,201903,"China, Macao SAR",,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,446.0,,1.0,14222736.0,261.0,2018.0
297,297,201903,Colombia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,170.0,,1.0,130765664.33333333,91.0,2018.0
298,298,201903,Comoros,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,174.0,,1.0,884936.6666666666,96.0,2018.0
299,299,201903,Congo,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,178.0,,1.0,2035071.0,101.0,2018.0
300,300,201903,Croatia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,191.0,,1.0,62950712.0,106.0,2018.0
301,301,201903,Cyprus,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,196.0,,1.0,15553616.0,111.0,2018.0
302,302,201903,Czech Rep.,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,203.0,,1.0,568897823.6666666,116.0,2018.0
303,303,201903,CÃ´te d'Ivoire,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201903,,,,384.0,,1.0,20735598.0,216.0,2019.0
304,304,201903,Côte d'Ivoire,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,384.0,,1.0,19919501.5,,2017.5
305,305,201903,Denmark,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,208.0,,1.0,189701311.0,126.0,2018.0
306,306,201903,Dominican Rep.,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,214.0,,1.0,51908473.0,,2018.0
307,307,201903,EU-28,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,97.0,,1.0,3320078331.6666665,64.0,2018.0
308,308,201903,Ecuador,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,218.0,,1.0,62130247.666666664,131.0,2018.0
309,309,201903,Egypt,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201803,,,,818.0,,1.0,304900668.0,466.0,2018.0
310,310,201903,El Salvador,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,222.0,,1.0,28963453.333333332,136.0,2018.0
311,311,201903,Estonia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,233.0,,1.0,55485817.0,141.0,2018.0
312,312,201903,Ethiopia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,231.0,,1.0,53616546.5,,2017.5
313,313,201903,Finland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,246.0,,1.0,215124853.33333334,146.0,2018.0
314,314,201903,France,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201753,,,,251.0,,1.0,1266204228.5,,2017.5
315,315,201903,Gambia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,270.0,,1.0,486115.6666666667,156.0,2018.0
316,316,201903,Georgia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,268.0,,1.0,13326570.666666666,151.0,2018.0
317,317,201903,Germany,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,276.0,,1.0,2744378390.0,161.0,2018.0
318,318,201903,Ghana,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,288.0,,1.0,27178944.0,166.0,2018.0
319,319,201903,Greece,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,300.0,,1.0,130026020.33333333,171.0,2018.0
320,320,201903,Greenland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,304.0,,1.0,239428.0,,2017.5
321,321,201903,Guatemala,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,320.0,,1.0,60319783.0,176.0,2018.0
322,322,201903,Guyana,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,328.0,,1.0,3597734.6666666665,181.0,2018.0
323,323,201903,Honduras,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201703,,,,340.0,,1.0,18994158.0,,2017.0
324,324,201903,Hungary,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,348.0,,1.0,237271997.33333334,191.0,2018.0
325,325,201903,Iceland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,352.0,,1.0,4352067.666666667,196.0,2018.0
326,326,201903,India,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,699.0,,1.0,893947773.3333334,393.0,2018.0
327,327,201903,Indonesia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201703,,,,360.0,,1.0,624035654.0,,2017.0
328,328,201903,Ireland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,372.0,,1.0,62163160.666666664,201.0,2018.0
329,329,201903,Israel,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,376.0,,1.0,124205333.33333333,206.0,2018.0
330,330,201903,Italy,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,381.0,,1.0,2005492908.0,211.0,2018.0
331,331,201903,Japan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,392.0,,1.0,644298019.6666666,221.0,2018.0
332,332,201903,Jordan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201703,,,,400.0,,1.0,37091495.0,,2017.0
333,333,201903,Kazakhstan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,398.0,,1.0,99865193.33333333,226.0,2018.0
334,334,201903,Kenya,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,404.0,,1.0,87459457.5,,2017.5
335,335,201903,Kuwait,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201703,,,,414.0,,1.0,43385676.0,,2017.0
336,336,201903,Kyrgyzstan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,417.0,,1.0,17874282.666666668,238.0,2018.0
337,337,201903,Lao People's Dem. Rep.,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201903,,,,418.0,,1.0,25890620.0,243.0,2019.0
338,338,201903,Latvia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,428.0,,1.0,59178709.666666664,248.0,2018.0
339,339,201903,Lithuania,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,440.0,,1.0,66231245.333333336,253.0,2018.0
340,340,201903,Luxembourg,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201803,,,,442.0,,1.0,136007988.66666666,257.0,2018.0
341,341,201903,Madagascar,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,450.0,,1.0,8280702.333333333,266.0,2018.0
342,342,201903,Malaysia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,458.0,,1.0,526704404.5,,2017.5
343,343,201903,Maldives,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,462.0,,1.0,12674775.0,,2018.0
344,344,201903,Malta,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,470.0,,1.0,3212211.0,272.0,2018.0
345,345,201903,Mauritius,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,480.0,,1.0,6005864.333333333,277.0,2018.0
346,346,201903,Mexico,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201803,,,,484.0,,1.0,972938631.0,282.0,2018.0
347,347,201903,Mongolia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,496.0,,1.0,12574062.333333334,287.0,2018.0
348,348,201903,Montenegro,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,499.0,,1.0,6092319.666666667,297.0,2018.0
349,349,201903,Morocco,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201853,,,,504.0,,1.0,148830360.0,302.0,2018.5
350,350,201903,Mozambique,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,508.0,,1.0,12281546.0,,2017.5
351,351,201903,Myanmar,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,104.0,,1.0,95354809.0,,2017.5
352,352,201903,Namibia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201703,,,,516.0,,1.0,6774638.0,,2017.0
353,353,201903,Netherlands,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201703,,,,528.0,,1.0,972778278.0,,2017.0
354,354,201903,New Zealand,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,554.0,,1.0,27743364.333333332,310.0,2018.0
355,355,201903,Nigeria,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201803,,,,566.0,,1.0,41642203.0,,2018.0
356,356,201903,Norway,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,579.0,,1.0,72488079.66666667,315.0,2018.0
357,357,201903,Oman,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,512.0,,1.0,122659206.0,,2018.0
358,358,201903,Pakistan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,586.0,,1.0,315423137.0,323.0,2018.0
359,359,201903,Palau,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201903,,,,585.0,,1.0,324739.0,320.0,2019.0
360,360,201903,Panama,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201703,,,,591.0,,1.0,13476485.0,,2017.0
361,361,201903,Paraguay,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,600.0,,1.0,22775399.333333332,328.0,2018.0
362,362,201903,Peru,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,604.0,,1.0,145294723.0,333.0,2018.0
363,363,201903,Philippines,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,608.0,,1.0,390241059.6666667,338.0,2018.0
364,364,201903,Poland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,616.0,,1.0,849382155.3333334,343.0,2018.0
365,365,201903,Portugal,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,620.0,,1.0,264553370.0,348.0,2018.0
366,366,201903,Qatar,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201853,,,,634.0,,1.0,34735218.0,353.0,2018.5
367,367,201903,Rep. of Korea,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,410.0,,1.0,1547937355.0,233.0,2018.0
368,368,201903,Rep. of Moldova,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,498.0,,1.0,7889088.666666667,292.0,2018.0
369,369,201903,Romania,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,642.0,,1.0,280201097.0,358.0,2018.0
370,370,201903,Russian Federation,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,643.0,,1.0,422300505.0,363.0,2018.0
371,371,201903,Rwanda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,646.0,,1.0,7902477.0,368.0,2018.0
372,372,201903,Saint Kitts and Nevis,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,659.0,,1.0,325091.0,,2017.5
373,373,201903,Samoa,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,882.0,,1.0,347188.0,,2018.0
374,374,201903,Sao Tome and Principe,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,678.0,,1.0,59367.666666666664,373.0,2018.0
375,375,201903,Saudi Arabia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201703,,,,682.0,,1.0,268423802.0,,2017.0
376,376,201903,Senegal,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,686.0,,1.0,25502275.0,378.0,2018.0
377,377,201903,Serbia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,688.0,,1.0,61874629.666666664,383.0,2018.0
378,378,201903,Seychelles,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,690.0,,1.0,1666002.3333333333,388.0,2018.0
379,379,201903,Singapore,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,702.0,,1.0,251562326.66666666,398.0,2018.0
380,380,201903,Slovakia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,703.0,,1.0,250196490.66666666,403.0,2018.0
381,381,201903,Slovenia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201803,,,,705.0,,1.0,143834075.33333334,408.0,2018.0
382,382,201903,South Africa,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,710.0,,1.0,96394558.0,413.0,2018.0
383,383,201903,Spain,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,724.0,,1.0,922120527.3333334,423.0,2018.0
384,384,201903,State of Palestine,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201753,,,,275.0,,1.0,22762555.0,,2017.5
385,385,201903,Swaziland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,748.0,,1.0,2447205.0,428.0,2018.0
386,386,201903,Sweden,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201803,,,,752.0,,1.0,439685433.6666667,433.0,2018.0
